id,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
95,77.30,3.6150,4,270.0,18.20,396.90,10.59,20.60
96,57.80,3.4952,2,276.0,18.00,357.98,6.65,28.40
97,69.60,3.4952,2,276.0,18.00,391.83,11.34,21.40
98,76.00,3.4952,2,276.0,18.00,396.90,4.21,38.70
99,36.90,3.4952,2,276.0,18.00,393.53,3.57,43.80
100,62.50,3.4952,2,276.0,18.00,396.90,6.19,33.20
101,79.90,2.7778,5,384.0,20.90,394.76,9.42,27.50
102,71.30,2.8561,5,384.0,20.90,395.58,7.67,26.50
103,85.40,2.7147,5,384.0,20.90,70.80,10.63,18.60
104,87.40,2.7147,5,384.0,20.90,394.47,13.44,19.30
105,90.00,2.4210,5,384.0,20.90,392.69,12.33,20.10
106,96.70,2.1069,5,384.0,20.90,394.05,16.47,19.50
107,91.90,2.2110,5,384.0,20.90,395.67,18.66,19.50
108,85.20,2.1224,5,384.0,20.90,387.69,14.09,20.40
109,97.10,2.4329,5,384.0,20.90,395.24,12.27,19.80
110,91.20,2.5451,5,384.0,20.90,391.23,15.55,19.40
111,54.40,2.7778,5,384.0,20.90,393.49,13.00,21.70
112,81.60,2.6775,6,432.0,17.80,395.59,10.16,22.80
113,92.90,2.3534,6,432.0,17.80,394.95,16.21,18.80
114,95.40,2.5480,6,432.0,17.80,396.90,17.09,18.70
115,84.20,2.2565,6,432.0,17.80,388.74,10.45,18.50
116,88.20,2.4631,6,432.0,17.80,344.91,15.76,18.30
117,72.50,2.7301,6,432.0,17.80,393.30,12.04,21.20
118,82.60,2.7474,6,432.0,17.80,394.51,10.30,19.20
119,73.10,2.4775,6,432.0,17.80,338.63,15.37,20.40
120,65.20,2.7592,6,432.0,17.80,391.50,13.61,19.30
121,69.70,2.2577,2,188.0,19.10,389.15,14.37,22.00
122,84.10,2.1974,2,188.0,19.10,377.67,14.27,20.30
123,92.90,2.0869,2,188.0,19.10,378.09,17.93,20.50
124,97.00,1.9444,2,188.0,19.10,370.31,25.41,17.30
125,95.80,2.0063,2,188.0,19.10,379.38,17.58,18.80
126,88.40,1.9929,2,188.0,19.10,385.02,14.81,21.40
127,95.60,1.7572,2,188.0,19.10,359.29,27.26,15.70
128,96.00,1.7883,4,437.0,21.20,392.11,17.19,16.20
129,98.80,1.8125,4,437.0,21.20,396.90,15.39,18.00
130,94.70,1.9799,4,437.0,21.20,396.90,18.34,14.30
131,98.90,2.1185,4,437.0,21.20,395.04,12.60,19.20
132,97.70,2.2710,4,437.0,21.20,396.90,12.26,19.60
133,97.90,2.3274,4,437.0,21.20,385.76,11.12,23.00
134,95.40,2.4699,4,437.0,21.20,388.69,15.03,18.40
135,98.40,2.3460,4,437.0,21.20,262.76,17.31,15.60
136,98.20,2.1107,4,437.0,21.20,394.67,16.96,18.10
137,93.50,1.9669,4,437.0,21.20,378.25,16.90,17.40
138,98.40,1.8498,4,437.0,21.20,394.08,14.59,17.10
139,98.20,1.6686,4,437.0,21.20,392.04,21.32,13.30
140,97.90,1.6687,4,437.0,21.20,396.90,18.46,17.80
141,93.60,1.6119,4,437.0,21.20,388.08,24.16,14.00
142,100.00,1.4394,4,437.0,21.20,396.90,34.41,14.40
143,100.00,1.3216,5,403.0,14.70,396.90,26.82,13.40
144,100.00,1.4118,5,403.0,14.70,396.90,26.42,15.60
145,97.80,1.3459,5,403.0,14.70,396.90,29.29,11.80
146,100.00,1.4191,5,403.0,14.70,172.91,27.80,13.80
147,100.00,1.5166,5,403.0,14.70,169.27,16.65,15.60
148,95.70,1.4608,5,403.0,14.70,391.71,29.53,14.60
149,93.80,1.5296,5,403.0,14.70,356.99,28.32,17.80
150,94.90,1.5257,5,403.0,14.70,351.85,21.45,15.40
151,97.30,1.6180,5,403.0,14.70,372.80,14.10,21.50
152,100.00,1.5916,5,403.0,14.70,341.60,13.28,19.60
153,88.00,1.6102,5,403.0,14.70,343.28,12.12,15.30
154,98.50,1.6232,5,403.0,14.70,261.95,15.79,19.40
155,96.00,1.7494,5,403.0,14.70,321.02,15.12,17.00
156,82.60,1.7455,5,403.0,14.70,88.01,15.02,15.60
157,94.00,1.7364,5,403.0,14.70,88.63,16.14,13.10
158,97.40,1.8773,5,403.0,14.70,363.43,4.59,41.30
159,100.00,1.7573,5,403.0,14.70,353.89,6.43,24.30
160,100.00,1.7659,5,403.0,14.70,364.31,7.39,23.30
161,92.60,1.7984,5,403.0,14.70,338.92,5.50,27.00
162,90.80,1.9709,5,403.0,14.70,374.43,1.73,50.00
163,98.20,2.0407,5,403.0,14.70,389.61,1.92,50.00
164,93.90,2.1620,5,403.0,14.70,388.45,3.32,50.00
165,91.80,2.4220,5,403.0,14.70,395.11,11.64,22.70
166,93.00,2.2834,5,403.0,14.70,240.16,9.81,25.00
167,96.20,2.0459,5,403.0,14.70,369.30,3.70,50.00
168,79.20,2.4259,5,403.0,14.70,227.61,12.14,23.80
169,96.10,2.1000,5,403.0,14.70,297.09,11.10,23.80
170,95.20,2.2625,5,403.0,14.70,330.04,11.32,22.30
171,94.60,2.4259,5,403.0,14.70,292.29,14.43,17.40
172,97.30,2.3887,5,403.0,14.70,348.13,12.03,19.10
173,88.50,2.5961,5,296.0,16.60,396.90,14.69,23.10
174,84.10,2.6463,5,296.0,16.60,395.50,9.04,23.60
175,68.70,2.7019,5,296.0,16.60,393.23,9.64,22.60
176,33.10,3.1323,5,296.0,16.60,390.96,5.33,29.40
177,47.20,3.5549,5,296.0,16.60,393.23,10.11,23.20
178,73.40,3.3175,5,296.0,16.60,395.60,6.29,24.60
179,74.40,2.9153,5,296.0,16.60,391.27,6.92,29.90
180,58.40,2.8290,3,193.0,17.80,396.90,5.04,37.20
181,83.30,2.7410,3,193.0,17.80,395.56,7.56,39.80
182,62.20,2.5979,3,193.0,17.80,396.90,9.45,36.20
183,92.20,2.7006,3,193.0,17.80,394.12,4.82,37.90
184,95.60,2.8470,3,193.0,17.80,396.90,5.68,32.50
185,89.80,2.9879,3,193.0,17.80,391.00,13.98,26.40
186,68.80,3.2797,3,193.0,17.80,387.11,13.15,29.60
187,53.60,3.1992,3,193.0,17.80,392.63,4.45,50.00
188,41.10,3.7886,5,398.0,15.20,393.87,6.68,32.00
189,29.10,4.5667,5,398.0,15.20,382.84,4.56,29.80
190,38.90,4.5667,5,398.0,15.20,396.90,5.39,34.90
191,21.50,6.4798,5,398.0,15.20,377.68,5.10,37.00
192,30.80,6.4798,5,398.0,15.20,389.71,4.69,30.50
193,26.30,6.4798,5,398.0,15.20,390.49,2.87,36.40
194,9.90,6.2196,1,265.0,15.60,393.37,5.03,31.10
195,18.80,6.2196,1,265.0,15.60,376.70,4.38,29.10
196,32.00,5.6484,4,255.0,14.40,394.23,2.97,50.00
197,34.10,7.3090,2,329.0,12.60,396.90,4.08,33.30
198,36.60,7.3090,2,329.0,12.60,354.31,8.61,30.30
199,38.30,7.3090,2,329.0,12.60,392.20,6.62,34.60
200,15.30,7.6534,3,402.0,17.00,396.90,4.56,34.90
201,13.90,7.6534,3,402.0,17.00,384.30,4.45,32.90
202,38.40,6.2700,2,348.0,14.70,393.77,7.43,24.10
203,15.70,6.2700,2,348.0,14.70,395.38,3.11,42.30
204,33.20,5.1180,4,224.0,14.70,392.78,3.81,48.50
205,31.90,5.1180,4,224.0,14.70,390.55,2.88,50.00
206,22.30,3.9454,4,277.0,18.60,396.90,10.87,22.60
207,52.50,4.3549,4,277.0,18.60,394.87,10.97,24.40
208,72.70,4.3549,4,277.0,18.60,389.43,18.06,22.50
209,59.10,4.2392,4,277.0,18.60,381.32,14.66,24.40
210,100.00,3.8750,4,277.0,18.60,396.90,23.09,20.00
211,92.10,3.8771,4,277.0,18.60,393.25,17.27,21.70
212,88.60,3.6650,4,277.0,18.60,395.24,23.98,19.30
213,53.80,3.6526,4,277.0,18.60,390.94,16.03,22.40
214,32.30,3.9454,4,277.0,18.60,385.81,9.38,28.10
215,9.80,3.5875,4,277.0,18.60,348.93,29.55,23.70
216,42.40,3.9454,4,277.0,18.60,393.63,9.47,25.00
217,56.00,3.1121,5,276.0,16.40,392.80,13.51,23.30
218,85.10,3.4211,5,276.0,16.40,392.78,9.69,28.70
219,93.80,2.8893,5,276.0,16.40,396.90,17.92,21.50
220,92.40,3.3633,5,276.0,16.40,393.74,10.50,23.00
221,88.50,2.8617,8,307.0,17.40,391.70,9.71,26.70
222,91.30,3.0480,8,307.0,17.40,395.24,21.46,21.70
223,77.70,3.2721,8,307.0,17.40,390.39,9.93,27.50
224,80.80,3.2721,8,307.0,17.40,396.90,7.60,30.10
225,78.30,2.8944,8,307.0,17.40,385.05,4.14,44.80
226,83.00,2.8944,8,307.0,17.40,382.00,4.63,50.00
227,86.50,3.2157,8,307.0,17.40,387.38,3.13,37.60
228,79.90,3.2157,8,307.0,17.40,372.08,6.36,31.60
229,17.00,3.3751,8,307.0,17.40,377.51,3.92,46.70
230,21.40,3.3751,8,307.0,17.40,380.34,3.76,31.50
231,68.10,3.6715,8,307.0,17.40,378.35,11.65,24.30
232,76.90,3.6715,8,307.0,17.40,376.14,5.25,31.70
233,73.30,3.8384,8,307.0,17.40,385.91,2.47,41.70
234,70.40,3.6519,8,307.0,17.40,378.95,3.95,48.30
235,66.50,3.6519,8,307.0,17.40,360.20,8.05,29.00
236,61.50,3.6519,8,307.0,17.40,376.75,10.88,24.00
237,76.50,4.1480,8,307.0,17.40,388.45,9.54,25.10
238,71.60,4.1480,8,307.0,17.40,390.07,4.73,31.50
239,18.50,6.1899,6,300.0,16.60,379.41,6.36,23.70
240,42.20,6.1899,6,300.0,16.60,383.78,7.37,23.30
241,54.30,6.3361,6,300.0,16.60,391.25,11.38,22.00
242,65.10,6.3361,6,300.0,16.60,394.62,12.40,20.10
243,52.90,7.0355,6,300.0,16.60,372.75,11.22,22.20
244,7.80,7.0355,6,300.0,16.60,374.71,5.19,23.70
245,76.50,7.9549,7,330.0,19.10,372.49,12.50,17.60
246,70.20,7.9549,7,330.0,19.10,389.13,18.46,18.50
247,34.90,8.0555,7,330.0,19.10,390.18,9.16,24.30
248,79.20,8.0555,7,330.0,19.10,376.14,10.15,20.50
249,49.10,7.8265,7,330.0,19.10,374.71,9.52,24.50
250,17.50,7.8265,7,330.0,19.10,393.74,6.56,26.20
251,13.00,7.3967,7,330.0,19.10,396.28,5.90,24.40
252,8.90,7.3967,7,330.0,19.10,377.07,3.59,24.80
253,6.80,8.9067,7,330.0,19.10,386.09,3.53,29.60
254,8.40,8.9067,7,330.0,19.10,396.90,3.54,42.80
255,32.00,9.2203,1,315.0,16.40,392.89,6.57,21.90
256,19.10,9.2203,1,315.0,16.40,395.18,9.25,20.90
257,34.20,6.3361,3,244.0,15.90,386.34,3.11,44.00
258,86.90,1.8010,5,264.0,13.00,389.70,5.12,50.00
259,100.00,1.8946,5,264.0,13.00,383.29,7.79,36.00
260,100.00,2.0107,5,264.0,13.00,391.93,6.90,30.10
261,81.80,2.1121,5,264.0,13.00,392.80,9.59,33.80
262,89.40,2.1398,5,264.0,13.00,388.37,7.26,43.10
263,91.50,2.2885,5,264.0,13.00,386.86,5.91,48.80
264,94.50,2.0788,5,264.0,13.00,393.42,11.25,31.00
265,91.60,1.9301,5,264.0,13.00,387.89,8.10,36.50
266,62.80,1.9865,5,264.0,13.00,392.40,10.45,22.80
267,84.60,2.1329,5,264.0,13.00,384.07,14.79,30.70
268,67.00,2.4216,5,264.0,13.00,384.54,7.44,50.00
269,52.60,2.8720,5,264.0,13.00,390.30,3.16,43.50
270,61.50,3.9175,3,223.0,18.60,391.34,13.65,20.70
271,42.10,4.4290,3,223.0,18.60,388.65,13.00,21.10
272,16.30,4.4290,3,223.0,18.60,396.90,6.59,25.20
273,58.70,3.9175,3,223.0,18.60,394.96,7.73,24.40
274,51.80,4.3665,3,223.0,18.60,390.77,6.58,35.20
275,32.90,4.0776,4,254.0,17.60,396.90,3.53,32.40
276,42.80,4.2673,4,254.0,17.60,396.90,2.98,32.00
277,49.00,4.7872,4,254.0,17.60,389.25,6.05,33.20
278,27.60,4.8628,4,254.0,17.60,393.45,4.16,33.10
279,32.10,4.1403,4,254.0,17.60,396.90,7.19,29.10
280,32.20,4.1007,5,216.0,14.90,396.90,4.85,35.10
281,64.50,4.6947,5,216.0,14.90,387.31,3.76,45.40
282,37.20,5.2447,5,216.0,14.90,392.23,4.59,35.40
283,49.70,5.2119,5,216.0,14.90,377.07,3.01,46.00
284,24.80,5.8850,1,198.0,13.60,395.52,3.16,50.00
285,20.80,7.3073,1,285.0,15.30,394.72,7.85,32.20
286,31.90,7.3073,1,300.0,15.30,394.72,8.23,22.00
287,31.50,9.0892,1,241.0,18.20,341.60,12.93,20.10
288,31.30,7.3172,6,293.0,16.60,396.90,7.14,23.20
289,45.60,7.3172,6,293.0,16.60,396.90,7.60,22.30
290,22.90,7.3172,6,293.0,16.60,371.72,9.51,24.80
291,27.90,5.1167,4,245.0,19.20,396.90,3.33,28.50
292,27.70,5.1167,4,245.0,19.20,396.90,3.56,37.30
293,23.40,5.1167,4,245.0,19.20,396.90,4.70,27.90
294,18.40,5.5027,4,289.0,16.00,396.90,8.58,23.90
295,42.30,5.5027,4,289.0,16.00,396.90,10.40,21.70
296,31.10,5.9604,4,289.0,16.00,396.90,6.27,28.60
297,51.00,5.9604,4,289.0,16.00,392.85,7.39,27.10
298,58.00,6.3200,4,289.0,16.00,396.90,15.84,20.30
299,20.10,7.8278,5,358.0,14.80,368.24,4.97,22.50
300,10.00,7.8278,5,358.0,14.80,371.58,4.74,29.00
301,47.40,7.8278,5,358.0,14.80,390.86,6.07,24.80
302,40.40,5.4917,7,329.0,16.10,395.75,9.50,22.00
303,18.40,5.4917,7,329.0,16.10,383.61,8.67,26.40
304,17.70,5.4917,7,329.0,16.10,390.43,4.86,33.10
305,41.10,4.0220,7,222.0,18.40,393.68,6.93,36.10
306,58.10,3.3700,7,222.0,18.40,393.36,8.93,28.40
307,71.90,3.0992,7,222.0,18.40,396.90,6.47,33.40
308,70.30,3.1827,7,222.0,18.40,396.90,7.53,28.20
309,82.50,3.3175,4,304.0,18.40,396.90,4.54,22.80
310,76.70,3.1025,4,304.0,18.40,396.24,9.97,20.30
311,37.80,2.5194,4,304.0,18.40,350.45,12.64,16.10
312,52.80,2.6403,4,304.0,18.40,396.90,5.98,22.10
313,90.40,2.8340,4,304.0,18.40,396.30,11.72,19.40
314,82.80,3.2628,4,304.0,18.40,393.39,7.90,21.60
315,87.30,3.6023,4,304.0,18.40,395.69,9.28,23.80
316,77.70,3.9450,4,304.0,18.40,396.42,11.50,16.20
317,83.20,3.9986,4,304.0,18.40,390.70,18.33,17.80
318,71.70,4.0317,4,304.0,18.40,396.90,15.94,19.80
319,67.20,3.5325,4,304.0,18.40,395.21,10.36,23.10
320,58.80,4.0019,4,304.0,18.40,396.23,12.73,21.00
321,52.30,4.5404,5,287.0,19.60,396.90,7.20,23.80
322,54.30,4.5404,5,287.0,19.60,396.90,6.87,23.10
323,49.90,4.7211,5,287.0,19.60,396.90,7.70,20.40
324,74.30,4.7211,5,287.0,19.60,391.13,11.74,18.50
325,40.10,4.7211,5,287.0,19.60,396.90,6.12,25.00
326,14.70,5.4159,5,287.0,19.60,393.68,5.08,24.60
327,28.90,5.4159,5,287.0,19.60,396.90,6.15,23.00
328,43.70,5.4159,5,287.0,19.60,396.90,12.79,22.20
329,25.80,5.2146,4,430.0,16.90,382.44,9.97,19.30
330,17.20,5.2146,4,430.0,16.90,375.21,7.34,22.60
331,32.20,5.8736,4,430.0,16.90,368.57,9.09,19.80
332,28.40,6.6407,1,304.0,16.90,394.02,12.43,17.10
333,23.30,6.6407,1,304.0,16.90,362.25,7.83,19.40
334,38.10,6.4584,5,224.0,20.20,389.71,5.68,22.20
335,38.50,6.4584,5,224.0,20.20,389.40,6.75,20.70
336,34.50,5.9853,5,224.0,20.20,396.90,8.01,21.10
337,46.30,5.2311,5,224.0,20.20,396.90,9.80,19.50
338,59.60,5.6150,5,224.0,20.20,394.81,10.56,18.50
339,37.30,4.8122,5,224.0,20.20,396.14,8.51,20.60
340,45.40,4.8122,5,224.0,20.20,396.90,9.74,19.00
341,58.50,4.8122,5,224.0,20.20,396.90,9.29,18.70
342,49.30,7.0379,1,284.0,15.50,394.74,5.49,32.70
343,59.70,6.2669,1,422.0,15.90,389.96,8.65,16.50
344,56.40,5.7321,5,370.0,17.60,396.90,7.18,23.90
345,28.10,6.4654,5,370.0,17.60,387.97,4.61,31.20
346,48.50,8.0136,3,352.0,18.80,385.64,10.53,17.50
347,52.30,8.0136,3,352.0,18.80,364.61,12.67,17.20
348,27.70,8.5353,4,351.0,17.90,392.43,6.36,23.10
349,29.70,8.3440,4,280.0,17.00,390.94,5.99,24.50
350,34.50,8.7921,1,335.0,19.70,389.85,5.89,26.60
351,44.40,8.7921,1,335.0,19.70,396.90,5.98,22.90
352,35.90,10.7103,4,411.0,18.30,370.78,5.49,24.10
353,18.50,10.7103,4,411.0,18.30,392.33,7.79,18.60
354,36.10,12.1265,5,187.0,17.00,384.46,4.50,30.10
355,21.90,10.5857,4,334.0,22.00,382.80,8.05,18.20
356,19.50,10.5857,4,334.0,22.00,376.04,5.57,20.60
357,97.40,2.1222,24,666.0,20.20,377.73,17.60,17.80
358,91.00,2.5052,24,666.0,20.20,391.34,13.27,21.70
359,83.40,2.7227,24,666.0,20.20,395.43,11.48,22.70
360,81.30,2.5091,24,666.0,20.20,390.74,12.67,22.60
361,88.00,2.5182,24,666.0,20.20,374.56,7.79,25.00
362,91.10,2.2955,24,666.0,20.20,350.65,14.19,19.90
363,96.20,2.1036,24,666.0,20.20,380.79,10.19,20.80
364,89.00,1.9047,24,666.0,20.20,353.04,14.64,16.80
365,82.90,1.9047,24,666.0,20.20,354.55,5.29,21.90
366,87.90,1.6132,24,666.0,20.20,354.70,7.12,27.50
367,91.40,1.7523,24,666.0,20.20,316.03,14.00,21.90
368,100.00,1.5106,24,666.0,20.20,131.42,13.33,23.10
369,100.00,1.3325,24,666.0,20.20,375.52,3.26,50.00
370,96.80,1.3567,24,666.0,20.20,375.33,3.73,50.00
371,97.50,1.2024,24,666.0,20.20,392.05,2.96,50.00
372,100.00,1.1691,24,666.0,20.20,366.15,9.53,50.00
373,89.60,1.1296,24,666.0,20.20,347.88,8.88,50.00
374,100.00,1.1742,24,666.0,20.20,396.90,34.77,13.80
375,100.00,1.1370,24,666.0,20.20,396.90,37.97,13.80
376,97.90,1.3163,24,666.0,20.20,396.90,13.44,15.00
377,93.30,1.3449,24,666.0,20.20,363.02,23.24,13.90
378,98.80,1.3580,24,666.0,20.20,396.90,21.24,13.30
379,96.20,1.3861,24,666.0,20.20,396.90,23.69,13.10
380,100.00,1.3861,24,666.0,20.20,393.74,21.78,10.20
381,91.90,1.4165,24,666.0,20.20,396.90,17.21,10.40
382,99.10,1.5192,24,666.0,20.20,396.90,21.08,10.90
383,100.00,1.5804,24,666.0,20.20,396.90,23.60,11.30
384,100.00,1.5331,24,666.0,20.20,396.90,24.56,12.30
385,91.20,1.4395,24,666.0,20.20,285.83,30.63,8.80
386,98.10,1.4261,24,666.0,20.20,396.90,30.81,7.20
387,100.00,1.4672,24,666.0,20.20,396.90,28.28,10.50
388,89.50,1.5184,24,666.0,20.20,396.90,31.99,7.40
389,100.00,1.5895,24,666.0,20.20,372.92,30.62,10.20
390,98.90,1.7281,24,666.0,20.20,396.90,20.85,11.50
391,97.00,1.9265,24,666.0,20.20,394.43,17.11,15.10
392,82.50,2.1678,24,666.0,20.20,378.38,18.76,23.20
393,97.00,1.7700,24,666.0,20.20,396.90,25.68,9.70
394,92.60,1.7912,24,666.0,20.20,396.90,15.17,13.80
395,94.70,1.7821,24,666.0,20.20,396.90,16.35,12.70
396,98.80,1.7257,24,666.0,20.20,391.98,17.12,13.10
397,96.00,1.6768,24,666.0,20.20,396.90,19.37,12.50
398,98.90,1.6334,24,666.0,20.20,393.10,19.92,8.50
399,100.00,1.4896,24,666.0,20.20,396.90,30.59,5.00
400,77.80,1.5004,24,666.0,20.20,338.16,29.97,6.30
401,100.00,1.5888,24,666.0,20.20,396.90,26.77,5.60
402,100.00,1.5741,24,666.0,20.20,396.90,20.32,7.20
403,100.00,1.6390,24,666.0,20.20,376.11,20.31,12.10
404,96.00,1.7028,24,666.0,20.20,396.90,19.77,8.30
405,85.40,1.6074,24,666.0,20.20,329.46,27.38,8.50
406,100.00,1.4254,24,666.0,20.20,384.97,22.98,5.00
407,100.00,1.1781,24,666.0,20.20,370.22,23.34,11.90
408,100.00,1.2852,24,666.0,20.20,332.09,12.13,27.90
409,97.90,1.4547,24,666.0,20.20,314.64,26.40,17.20
410,100.00,1.4655,24,666.0,20.20,179.36,19.78,27.50
411,100.00,1.4130,24,666.0,20.20,2.60,10.11,15.00
412,100.00,1.5275,24,666.0,20.20,35.05,21.22,17.20
413,100.00,1.5539,24,666.0,20.20,28.79,34.37,17.90
414,100.00,1.5894,24,666.0,20.20,210.97,20.08,16.30
415,100.00,1.6582,24,666.0,20.20,88.27,36.98,7.00
416,100.00,1.8347,24,666.0,20.20,27.25,29.05,7.20
417,90.80,1.8195,24,666.0,20.20,21.57,25.79,7.50
418,89.10,1.6475,24,666.0,20.20,127.36,26.64,10.40
419,100.00,1.8026,24,666.0,20.20,16.45,20.62,8.80
420,76.50,1.7940,24,666.0,20.20,48.45,22.74,8.40
421,100.00,1.8589,24,666.0,20.20,318.75,15.02,16.70
