id,CRIM,ZN,INDUS,CHAS,NOX,RM
40,0.02763,75.00,2.950,0,0.4280,6.5950
41,0.03359,75.00,2.950,0,0.4280,7.0240
42,0.12744,0.00,6.910,0,0.4480,6.7700
43,0.14150,0.00,6.910,0,0.4480,6.1690
44,0.15936,0.00,6.910,0,0.4480,6.2110
45,0.12269,0.00,6.910,0,0.4480,6.0690
46,0.17142,0.00,6.910,0,0.4480,5.6820
47,0.18836,0.00,6.910,0,0.4480,5.7860
48,0.22927,0.00,6.910,0,0.4480,6.0300
49,0.25387,0.00,6.910,0,0.4480,5.3990
50,0.21977,0.00,6.910,0,0.4480,5.6020
51,0.08873,21.00,5.640,0,0.4390,5.9630
52,0.04337,21.00,5.640,0,0.4390,6.1150
53,0.05360,21.00,5.640,0,0.4390,6.5110
54,0.04981,21.00,5.640,0,0.4390,5.9980
55,0.01360,75.00,4.000,0,0.4100,5.8880
56,0.01311,90.00,1.220,0,0.4030,7.2490
57,0.02055,85.00,0.740,0,0.4100,6.3830
58,0.01432,100.00,1.320,0,0.4110,6.8160
59,0.15445,25.00,5.130,0,0.4530,6.1450
60,0.10328,25.00,5.130,0,0.4530,5.9270
61,0.14932,25.00,5.130,0,0.4530,5.7410
62,0.17171,25.00,5.130,0,0.4530,5.9660
63,0.11027,25.00,5.130,0,0.4530,6.4560
64,0.12650,25.00,5.130,0,0.4530,6.7620
65,0.01951,17.50,1.380,0,0.4161,7.1040
66,0.03584,80.00,3.370,0,0.3980,6.2900
67,0.04379,80.00,3.370,0,0.3980,5.7870
68,0.05789,12.50,6.070,0,0.4090,5.8780
69,0.13554,12.50,6.070,0,0.4090,5.5940
70,0.12816,12.50,6.070,0,0.4090,5.8850
71,0.08826,0.00,10.810,0,0.4130,6.4170
72,0.15876,0.00,10.810,0,0.4130,5.9610
73,0.09164,0.00,10.810,0,0.4130,6.0650
74,0.19539,0.00,10.810,0,0.4130,6.2450
75,0.07896,0.00,12.830,0,0.4370,6.2730
76,0.09512,0.00,12.830,0,0.4370,6.2860
77,0.10153,0.00,12.830,0,0.4370,6.2790
78,0.08707,0.00,12.830,0,0.4370,6.1400
79,0.05646,0.00,12.830,0,0.4370,6.2320
80,0.08387,0.00,12.830,0,0.4370,5.8740
81,0.04113,25.00,4.860,0,0.4260,6.7270
82,0.04462,25.00,4.860,0,0.4260,6.6190
83,0.03659,25.00,4.860,0,0.4260,6.3020
84,0.03551,25.00,4.860,0,0.4260,6.1670
85,0.05059,0.00,4.490,0,0.4490,6.3890
86,0.05735,0.00,4.490,0,0.4490,6.6300
87,0.05188,0.00,4.490,0,0.4490,6.0150
88,0.07151,0.00,4.490,0,0.4490,6.1210
89,0.05660,0.00,3.410,0,0.4890,7.0070
90,0.05302,0.00,3.410,0,0.4890,7.0790
91,0.04684,0.00,3.410,0,0.4890,6.4170
92,0.03932,0.00,3.410,0,0.4890,6.4050
93,0.04203,28.00,15.040,0,0.4640,6.4420
94,0.02875,28.00,15.040,0,0.4640,6.2110
95,0.04294,28.00,15.040,0,0.4640,6.2490
96,0.12204,0.00,2.890,0,0.4450,6.6250
97,0.11504,0.00,2.890,0,0.4450,6.1630
98,0.12083,0.00,2.890,0,0.4450,8.0690
99,0.08187,0.00,2.890,0,0.4450,7.8200
100,0.06860,0.00,2.890,0,0.4450,7.4160
101,0.14866,0.00,8.560,0,0.5200,6.7270
102,0.11432,0.00,8.560,0,0.5200,6.7810
103,0.22876,0.00,8.560,0,0.5200,6.4050
104,0.21161,0.00,8.560,0,0.5200,6.1370
105,0.13960,0.00,8.560,0,0.5200,6.1670
106,0.13262,0.00,8.560,0,0.5200,5.8510
107,0.17120,0.00,8.560,0,0.5200,5.8360
108,0.13117,0.00,8.560,0,0.5200,6.1270
109,0.12802,0.00,8.560,0,0.5200,6.4740
110,0.26363,0.00,8.560,0,0.5200,6.2290
111,0.10793,0.00,8.560,0,0.5200,6.1950
112,0.10084,0.00,10.010,0,0.5470,6.7150
113,0.12329,0.00,10.010,0,0.5470,5.9130
114,0.22212,0.00,10.010,0,0.5470,6.0920
115,0.14231,0.00,10.010,0,0.5470,6.2540
116,0.17134,0.00,10.010,0,0.5470,5.9280
117,0.13158,0.00,10.010,0,0.5470,6.1760
118,0.15098,0.00,10.010,0,0.5470,6.0210
119,0.13058,0.00,10.010,0,0.5470,5.8720
120,0.14476,0.00,10.010,0,0.5470,5.7310
121,0.06899,0.00,25.650,0,0.5810,5.8700
122,0.07165,0.00,25.650,0,0.5810,6.0040
123,0.09299,0.00,25.650,0,0.5810,5.9610
124,0.15038,0.00,25.650,0,0.5810,5.8560
125,0.09849,0.00,25.650,0,0.5810,5.8790
126,0.16902,0.00,25.650,0,0.5810,5.9860
127,0.38735,0.00,25.650,0,0.5810,5.6130
128,0.25915,0.00,21.890,0,0.6240,5.6930
129,0.32543,0.00,21.890,0,0.6240,6.4310
130,0.88125,0.00,21.890,0,0.6240,5.6370
131,0.34006,0.00,21.890,0,0.6240,6.4580
132,1.19294,0.00,21.890,0,0.6240,6.3260
133,0.59005,0.00,21.890,0,0.6240,6.3720
134,0.32982,0.00,21.890,0,0.6240,5.8220
135,0.97617,0.00,21.890,0,0.6240,5.7570
136,0.55778,0.00,21.890,0,0.6240,6.3350
137,0.32264,0.00,21.890,0,0.6240,5.9420
138,0.35233,0.00,21.890,0,0.6240,6.4540
139,0.24980,0.00,21.890,0,0.6240,5.8570
140,0.54452,0.00,21.890,0,0.6240,6.1510
141,0.29090,0.00,21.890,0,0.6240,6.1740
142,1.62864,0.00,21.890,0,0.6240,5.0190
143,3.32105,0.00,19.580,1,0.8710,5.4030
144,4.09740,0.00,19.580,0,0.8710,5.4680
145,2.77974,0.00,19.580,0,0.8710,4.9030
146,2.37934,0.00,19.580,0,0.8710,6.1300
147,2.15505,0.00,19.580,0,0.8710,5.6280
148,2.36862,0.00,19.580,0,0.8710,4.9260
149,2.33099,0.00,19.580,0,0.8710,5.1860
150,2.73397,0.00,19.580,0,0.8710,5.5970
151,1.65660,0.00,19.580,0,0.8710,6.1220
152,1.49632,0.00,19.580,0,0.8710,5.4040
153,1.12658,0.00,19.580,1,0.8710,5.0120
154,2.14918,0.00,19.580,0,0.8710,5.7090
155,1.41385,0.00,19.580,1,0.8710,6.1290
156,3.53501,0.00,19.580,1,0.8710,6.1520
157,2.44668,0.00,19.580,0,0.8710,5.2720
158,1.22358,0.00,19.580,0,0.6050,6.9430
159,1.34284,0.00,19.580,0,0.6050,6.0660
160,1.42502,0.00,19.580,0,0.8710,6.5100
161,1.27346,0.00,19.580,1,0.6050,6.2500
162,1.46336,0.00,19.580,0,0.6050,7.4890
163,1.83377,0.00,19.580,1,0.6050,7.8020
164,1.51902,0.00,19.580,1,0.6050,8.3750
165,2.24236,0.00,19.580,0,0.6050,5.8540
166,2.92400,0.00,19.580,0,0.6050,6.1010
167,2.01019,0.00,19.580,0,0.6050,7.9290
168,1.80028,0.00,19.580,0,0.6050,5.8770
169,2.30040,0.00,19.580,0,0.6050,6.3190
170,2.44953,0.00,19.580,0,0.6050,6.4020
171,1.20742,0.00,19.580,0,0.6050,5.8750
172,2.31390,0.00,19.580,0,0.6050,5.8800
173,0.13914,0.00,4.050,0,0.5100,5.5720
174,0.09178,0.00,4.050,0,0.5100,6.4160
175,0.08447,0.00,4.050,0,0.5100,5.8590
176,0.06664,0.00,4.050,0,0.5100,6.5460
177,0.07022,0.00,4.050,0,0.5100,6.0200
178,0.05425,0.00,4.050,0,0.5100,6.3150
179,0.06642,0.00,4.050,0,0.5100,6.8600
180,0.05780,0.00,2.460,0,0.4880,6.9800
181,0.06588,0.00,2.460,0,0.4880,7.7650
182,0.06888,0.00,2.460,0,0.4880,6.1440
183,0.09103,0.00,2.460,0,0.4880,7.1550
184,0.10008,0.00,2.460,0,0.4880,6.5630
185,0.08308,0.00,2.460,0,0.4880,5.6040
186,0.06047,0.00,2.460,0,0.4880,6.1530
187,0.05602,0.00,2.460,0,0.4880,7.8310
188,0.07875,45.00,3.440,0,0.4370,6.7820
189,0.12579,45.00,3.440,0,0.4370,6.5560
190,0.08370,45.00,3.440,0,0.4370,7.1850
191,0.09068,45.00,3.440,0,0.4370,6.9510
192,0.06911,45.00,3.440,0,0.4370,6.7390
193,0.08664,45.00,3.440,0,0.4370,7.1780
194,0.02187,60.00,2.930,0,0.4010,6.8000
195,0.01439,60.00,2.930,0,0.4010,6.6040
196,0.01381,80.00,0.460,0,0.4220,7.8750
197,0.04011,80.00,1.520,0,0.4040,7.2870
198,0.04666,80.00,1.520,0,0.4040,7.1070
199,0.03768,80.00,1.520,0,0.4040,7.2740
200,0.03150,95.00,1.470,0,0.4030,6.9750
201,0.01778,95.00,1.470,0,0.4030,7.1350
202,0.03445,82.50,2.030,0,0.4150,6.1620
203,0.02177,82.50,2.030,0,0.4150,7.6100
204,0.03510,95.00,2.680,0,0.4161,7.8530
205,0.02009,95.00,2.680,0,0.4161,8.0340
206,0.13642,0.00,10.590,0,0.4890,5.8910
207,0.22969,0.00,10.590,0,0.4890,6.3260
208,0.25199,0.00,10.590,0,0.4890,5.7830
209,0.13587,0.00,10.590,1,0.4890,6.0640
210,0.43571,0.00,10.590,1,0.4890,5.3440
211,0.17446,0.00,10.590,1,0.4890,5.9600
212,0.37578,0.00,10.590,1,0.4890,5.4040
213,0.21719,0.00,10.590,1,0.4890,5.8070
214,0.14052,0.00,10.590,0,0.4890,6.3750
215,0.28955,0.00,10.590,0,0.4890,5.4120
216,0.19802,0.00,10.590,0,0.4890,6.1820
217,0.04560,0.00,13.890,1,0.5500,5.8880
218,0.07013,0.00,13.890,0,0.5500,6.6420
219,0.11069,0.00,13.890,1,0.5500,5.9510
220,0.11425,0.00,13.890,1,0.5500,6.3730
221,0.35809,0.00,6.200,1,0.5070,6.9510
222,0.40771,0.00,6.200,1,0.5070,6.1640
223,0.62356,0.00,6.200,1,0.5070,6.8790
224,0.61470,0.00,6.200,0,0.5070,6.6180
225,0.31533,0.00,6.200,0,0.5040,8.2660
226,0.52693,0.00,6.200,0,0.5040,8.7250
227,0.38214,0.00,6.200,0,0.5040,8.0400
228,0.41238,0.00,6.200,0,0.5040,7.1630
229,0.29819,0.00,6.200,0,0.5040,7.6860
230,0.44178,0.00,6.200,0,0.5040,6.5520
231,0.53700,0.00,6.200,0,0.5040,5.9810
232,0.46296,0.00,6.200,0,0.5040,7.4120
233,0.57529,0.00,6.200,0,0.5070,8.3370
234,0.33147,0.00,6.200,0,0.5070,8.2470
235,0.44791,0.00,6.200,1,0.5070,6.7260
236,0.33045,0.00,6.200,0,0.5070,6.0860
237,0.52058,0.00,6.200,1,0.5070,6.6310
238,0.51183,0.00,6.200,0,0.5070,7.3580
239,0.08244,30.00,4.930,0,0.4280,6.4810
240,0.09252,30.00,4.930,0,0.4280,6.6060
241,0.11329,30.00,4.930,0,0.4280,6.8970
242,0.10612,30.00,4.930,0,0.4280,6.0950
243,0.10290,30.00,4.930,0,0.4280,6.3580
244,0.12757,30.00,4.930,0,0.4280,6.3930
245,0.20608,22.00,5.860,0,0.4310,5.5930
246,0.19133,22.00,5.860,0,0.4310,5.6050
247,0.33983,22.00,5.860,0,0.4310,6.1080
248,0.19657,22.00,5.860,0,0.4310,6.2260
249,0.16439,22.00,5.860,0,0.4310,6.4330
250,0.19073,22.00,5.860,0,0.4310,6.7180
251,0.14030,22.00,5.860,0,0.4310,6.4870
252,0.21409,22.00,5.860,0,0.4310,6.4380
253,0.08221,22.00,5.860,0,0.4310,6.9570
254,0.36894,22.00,5.860,0,0.4310,8.2590
255,0.04819,80.00,3.640,0,0.3920,6.1080
256,0.03548,80.00,3.640,0,0.3920,5.8760
257,0.01538,90.00,3.750,0,0.3940,7.4540
258,0.61154,20.00,3.970,0,0.6470,8.7040
259,0.66351,20.00,3.970,0,0.6470,7.3330
260,0.65665,20.00,3.970,0,0.6470,6.8420
261,0.54011,20.00,3.970,0,0.6470,7.2030
262,0.53412,20.00,3.970,0,0.6470,7.5200
263,0.52014,20.00,3.970,0,0.6470,8.3980
264,0.82526,20.00,3.970,0,0.6470,7.3270
265,0.55007,20.00,3.970,0,0.6470,7.2060
266,0.76162,20.00,3.970,0,0.6470,5.5600
267,0.78570,20.00,3.970,0,0.6470,7.0140
268,0.57834,20.00,3.970,0,0.5750,8.2970
269,0.54050,20.00,3.970,0,0.5750,7.4700
270,0.09065,20.00,6.960,1,0.4640,5.9200
271,0.29916,20.00,6.960,0,0.4640,5.8560
272,0.16211,20.00,6.960,0,0.4640,6.2400
273,0.11460,20.00,6.960,0,0.4640,6.5380
274,0.22188,20.00,6.960,1,0.4640,7.6910
275,0.05644,40.00,6.410,1,0.4470,6.7580
276,0.09604,40.00,6.410,0,0.4470,6.8540
277,0.10469,40.00,6.410,1,0.4470,7.2670
278,0.06127,40.00,6.410,1,0.4470,6.8260
279,0.07978,40.00,6.410,0,0.4470,6.4820
280,0.21038,20.00,3.330,0,0.4429,6.8120
281,0.03578,20.00,3.330,0,0.4429,7.8200
282,0.03705,20.00,3.330,0,0.4429,6.9680
283,0.06129,20.00,3.330,1,0.4429,7.6450
284,0.01501,90.00,1.210,1,0.4010,7.9230
285,0.00906,90.00,2.970,0,0.4000,7.0880
286,0.01096,55.00,2.250,0,0.3890,6.4530
287,0.01965,80.00,1.760,0,0.3850,6.2300
288,0.03871,52.50,5.320,0,0.4050,6.2090
289,0.04590,52.50,5.320,0,0.4050,6.3150
290,0.04297,52.50,5.320,0,0.4050,6.5650
291,0.03502,80.00,4.950,0,0.4110,6.8610
292,0.07886,80.00,4.950,0,0.4110,7.1480
293,0.03615,80.00,4.950,0,0.4110,6.6300
294,0.08265,0.00,13.920,0,0.4370,6.1270
295,0.08199,0.00,13.920,0,0.4370,6.0090
296,0.12932,0.00,13.920,0,0.4370,6.6780
297,0.05372,0.00,13.920,0,0.4370,6.5490
298,0.14103,0.00,13.920,0,0.4370,5.7900
299,0.06466,70.00,2.240,0,0.4000,6.3450
300,0.05561,70.00,2.240,0,0.4000,7.0410
301,0.04417,70.00,2.240,0,0.4000,6.8710
302,0.03537,34.00,6.090,0,0.4330,6.5900
303,0.09266,34.00,6.090,0,0.4330,6.4950
304,0.10000,34.00,6.090,0,0.4330,6.9820
305,0.05515,33.00,2.180,0,0.4720,7.2360
306,0.05479,33.00,2.180,0,0.4720,6.6160
307,0.07503,33.00,2.180,0,0.4720,7.4200
308,0.04932,33.00,2.180,0,0.4720,6.8490
309,0.49298,0.00,9.900,0,0.5440,6.6350
310,0.34940,0.00,9.900,0,0.5440,5.9720
311,2.63548,0.00,9.900,0,0.5440,4.9730
312,0.79041,0.00,9.900,0,0.5440,6.1220
313,0.26169,0.00,9.900,0,0.5440,6.0230
314,0.26938,0.00,9.900,0,0.5440,6.2660
315,0.36920,0.00,9.900,0,0.5440,6.5670
316,0.25356,0.00,9.900,0,0.5440,5.7050
317,0.31827,0.00,9.900,0,0.5440,5.9140
318,0.24522,0.00,9.900,0,0.5440,5.7820
319,0.40202,0.00,9.900,0,0.5440,6.3820
320,0.47547,0.00,9.900,0,0.5440,6.1130
321,0.16760,0.00,7.380,0,0.4930,6.4260
322,0.18159,0.00,7.380,0,0.4930,6.3760
323,0.35114,0.00,7.380,0,0.4930,6.0410
324,0.28392,0.00,7.380,0,0.4930,5.7080
325,0.34109,0.00,7.380,0,0.4930,6.4150
326,0.19186,0.00,7.380,0,0.4930,6.4310
327,0.30347,0.00,7.380,0,0.4930,6.3120
328,0.24103,0.00,7.380,0,0.4930,6.0830
329,0.06617,0.00,3.240,0,0.4600,5.8680
330,0.06724,0.00,3.240,0,0.4600,6.3330
331,0.04544,0.00,3.240,0,0.4600,6.1440
332,0.05023,35.00,6.060,0,0.4379,5.7060
333,0.03466,35.00,6.060,0,0.4379,6.0310
334,0.05083,0.00,5.190,0,0.5150,6.3160
335,0.03738,0.00,5.190,0,0.5150,6.3100
336,0.03961,0.00,5.190,0,0.5150,6.0370
337,0.03427,0.00,5.190,0,0.5150,5.8690
338,0.03041,0.00,5.190,0,0.5150,5.8950
339,0.03306,0.00,5.190,0,0.5150,6.0590
340,0.05497,0.00,5.190,0,0.5150,5.9850
341,0.06151,0.00,5.190,0,0.5150,5.9680
342,0.01301,35.00,1.520,0,0.4420,7.2410
343,0.02498,0.00,1.890,0,0.5180,6.5400
344,0.02543,55.00,3.780,0,0.4840,6.6960
345,0.03049,55.00,3.780,0,0.4840,6.8740
346,0.03113,0.00,4.390,0,0.4420,6.0140
347,0.06162,0.00,4.390,0,0.4420,5.8980
348,0.01870,85.00,4.150,0,0.4290,6.5160
349,0.01501,80.00,2.010,0,0.4350,6.6350
350,0.02899,40.00,1.250,0,0.4290,6.9390
351,0.06211,40.00,1.250,0,0.4290,6.4900
352,0.07950,60.00,1.690,0,0.4110,6.5790
353,0.07244,60.00,1.690,0,0.4110,5.8840
354,0.01709,90.00,2.020,0,0.4100,6.7280
355,0.04301,80.00,1.910,0,0.4130,5.6630
356,0.10659,80.00,1.910,0,0.4130,5.9360
357,8.98296,0.00,18.100,1,0.7700,6.2120
358,3.84970,0.00,18.100,1,0.7700,6.3950
359,5.20177,0.00,18.100,1,0.7700,6.1270
360,4.26131,0.00,18.100,0,0.7700,6.1120
361,4.54192,0.00,18.100,0,0.7700,6.3980
362,3.83684,0.00,18.100,0,0.7700,6.2510
363,3.67822,0.00,18.100,0,0.7700,5.3620
364,4.22239,0.00,18.100,1,0.7700,5.8030
365,3.47428,0.00,18.100,1,0.7180,8.7800
366,4.55587,0.00,18.100,0,0.7180,3.5610
367,3.69695,0.00,18.100,0,0.7180,4.9630
368,13.52220,0.00,18.100,0,0.6310,3.8630
369,4.89822,0.00,18.100,0,0.6310,4.9700
370,5.66998,0.00,18.100,1,0.6310,6.6830
371,6.53876,0.00,18.100,1,0.6310,7.0160
372,9.23230,0.00,18.100,0,0.6310,6.2160
373,8.26725,0.00,18.100,1,0.6680,5.8750
374,11.10810,0.00,18.100,0,0.6680,4.9060
375,18.49820,0.00,18.100,0,0.6680,4.1380
376,19.60910,0.00,18.100,0,0.6710,7.3130
377,15.28800,0.00,18.100,0,0.6710,6.6490
378,9.82349,0.00,18.100,0,0.6710,6.7940
379,23.64820,0.00,18.100,0,0.6710,6.3800
380,17.86670,0.00,18.100,0,0.6710,6.2230
381,88.97620,0.00,18.100,0,0.6710,6.9680
382,15.87440,0.00,18.100,0,0.6710,6.5450
383,9.18702,0.00,18.100,0,0.7000,5.5360
384,7.99248,0.00,18.100,0,0.7000,5.5200
385,20.08490,0.00,18.100,0,0.7000,4.3680
386,16.81180,0.00,18.100,0,0.7000,5.2770
387,24.39380,0.00,18.100,0,0.7000,4.6520
388,22.59710,0.00,18.100,0,0.7000,5.0000
389,14.33370,0.00,18.100,0,0.7000,4.8800
390,8.15174,0.00,18.100,0,0.7000,5.3900
391,6.96215,0.00,18.100,0,0.7000,5.7130
392,5.29305,0.00,18.100,0,0.7000,6.0510
393,11.57790,0.00,18.100,0,0.7000,5.0360
394,8.64476,0.00,18.100,0,0.6930,6.1930
395,13.35980,0.00,18.100,0,0.6930,5.8870
396,8.71675,0.00,18.100,0,0.6930,6.4710
397,5.87205,0.00,18.100,0,0.6930,6.4050
398,7.67202,0.00,18.100,0,0.6930,5.7470
399,38.35180,0.00,18.100,0,0.6930,5.4530
400,9.91655,0.00,18.100,0,0.6930,5.8520
401,25.04610,0.00,18.100,0,0.6930,5.9870
402,14.23620,0.00,18.100,0,0.6930,6.3430
403,9.59571,0.00,18.100,0,0.6930,6.4040
404,24.80170,0.00,18.100,0,0.6930,5.3490
405,41.52920,0.00,18.100,0,0.6930,5.5310
406,67.92080,0.00,18.100,0,0.6930,5.6830
407,20.71620,0.00,18.100,0,0.6590,4.1380
408,11.95110,0.00,18.100,0,0.6590,5.6080
409,7.40389,0.00,18.100,0,0.5970,5.6170
410,14.43830,0.00,18.100,0,0.5970,6.8520
411,51.13580,0.00,18.100,0,0.5970,5.7570
412,14.05070,0.00,18.100,0,0.5970,6.6570
413,18.81100,0.00,18.100,0,0.5970,4.6280
414,28.65580,0.00,18.100,0,0.5970,5.1550
415,45.74610,0.00,18.100,0,0.6930,4.5190
416,18.08460,0.00,18.100,0,0.6790,6.4340
417,10.83420,0.00,18.100,0,0.6790,6.7820
418,25.94060,0.00,18.100,0,0.6790,5.3040
419,73.53410,0.00,18.100,0,0.6790,5.9570
420,11.81230,0.00,18.100,0,0.7180,6.8240
421,11.08740,0.00,18.100,0,0.7180,6.4110
422,7.02259,0.00,18.100,0,0.7180,6.0060
423,12.04820,0.00,18.100,0,0.6140,5.6480
424,7.05042,0.00,18.100,0,0.6140,6.1030
425,8.79212,0.00,18.100,0,0.5840,5.5650
426,15.86030,0.00,18.100,0,0.6790,5.8960
427,12.24720,0.00,18.100,0,0.5840,5.8370
428,37.66190,0.00,18.100,0,0.6790,6.2020
429,7.36711,0.00,18.100,0,0.6790,6.1930
430,9.33889,0.00,18.100,0,0.6790,6.3800
431,8.49213,0.00,18.100,0,0.5840,6.3480
432,10.06230,0.00,18.100,0,0.5840,6.8330
433,6.44405,0.00,18.100,0,0.5840,6.4250
434,5.58107,0.00,18.100,0,0.7130,6.4360
435,13.91340,0.00,18.100,0,0.7130,6.2080
436,11.16040,0.00,18.100,0,0.7400,6.6290
437,14.42080,0.00,18.100,0,0.7400,6.4610
438,15.17720,0.00,18.100,0,0.7400,6.1520
439,13.67810,0.00,18.100,0,0.7400,5.9350
440,9.39063,0.00,18.100,0,0.7400,5.6270
441,22.05110,0.00,18.100,0,0.7400,5.8180
442,9.72418,0.00,18.100,0,0.7400,6.4060
443,5.66637,0.00,18.100,0,0.7400,6.2190
444,9.96654,0.00,18.100,0,0.7400,6.4850
445,12.80230,0.00,18.100,0,0.7400,5.8540
446,10.67180,0.00,18.100,0,0.7400,6.4590
447,6.28807,0.00,18.100,0,0.7400,6.3410
448,9.92485,0.00,18.100,0,0.7400,6.2510
449,9.32909,0.00,18.100,0,0.7130,6.1850
450,7.52601,0.00,18.100,0,0.7130,6.4170
451,6.71772,0.00,18.100,0,0.7130,6.7490
452,5.44114,0.00,18.100,0,0.7130,6.6550
453,5.09017,0.00,18.100,0,0.7130,6.2970
454,8.24809,0.00,18.100,0,0.7130,7.3930
455,9.51363,0.00,18.100,0,0.7130,6.7280
456,4.75237,0.00,18.100,0,0.7130,6.5250
457,4.66883,0.00,18.100,0,0.7130,5.9760
458,8.20058,0.00,18.100,0,0.7130,5.9360
459,7.75223,0.00,18.100,0,0.7130,6.3010
460,6.80117,0.00,18.100,0,0.7130,6.0810
461,4.81213,0.00,18.100,0,0.7130,6.7010
462,3.69311,0.00,18.100,0,0.7130,6.3760
463,6.65492,0.00,18.100,0,0.7130,6.3170
464,5.82115,0.00,18.100,0,0.7130,6.5130
465,7.83932,0.00,18.100,0,0.6550,6.2090
466,3.16360,0.00,18.100,0,0.6550,5.7590
467,3.77498,0.00,18.100,0,0.6550,5.9520
468,4.42228,0.00,18.100,0,0.5840,6.0030
469,15.57570,0.00,18.100,0,0.5800,5.9260
470,13.07510,0.00,18.100,0,0.5800,5.7130
471,4.34879,0.00,18.100,0,0.5800,6.1670
472,4.03841,0.00,18.100,0,0.5320,6.2290
473,3.56868,0.00,18.100,0,0.5800,6.4370
474,4.64689,0.00,18.100,0,0.6140,6.9800
475,8.05579,0.00,18.100,0,0.5840,5.4270
476,6.39312,0.00,18.100,0,0.5840,6.1620
477,4.87141,0.00,18.100,0,0.6140,6.4840
478,15.02340,0.00,18.100,0,0.6140,5.3040
479,10.23300,0.00,18.100,0,0.6140,6.1850
480,14.33370,0.00,18.100,0,0.6140,6.2290
481,5.82401,0.00,18.100,0,0.5320,6.2420
482,5.70818,0.00,18.100,0,0.5320,6.7500
483,5.73116,0.00,18.100,0,0.5320,7.0610
484,2.81838,0.00,18.100,0,0.5320,5.7620
485,2.37857,0.00,18.100,0,0.5830,5.8710
486,3.67367,0.00,18.100,0,0.5830,6.3120
487,5.69175,0.00,18.100,0,0.5830,6.1140
488,4.83567,0.00,18.100,0,0.5830,5.9050
489,0.15086,0.00,27.740,0,0.6090,5.4540
490,0.18337,0.00,27.740,0,0.6090,5.4140
491,0.20746,0.00,27.740,0,0.6090,5.0930
492,0.10574,0.00,27.740,0,0.6090,5.9830
493,0.11132,0.00,27.740,0,0.6090,5.9830
494,0.17331,0.00,9.690,0,0.5850,5.7070
495,0.27957,0.00,9.690,0,0.5850,5.9260
496,0.17899,0.00,9.690,0,0.5850,5.6700
497,0.28960,0.00,9.690,0,0.5850,5.3900
498,0.26838,0.00,9.690,0,0.5850,5.7940
499,0.23912,0.00,9.690,0,0.5850,6.0190
500,0.17783,0.00,9.690,0,0.5850,5.5690
501,0.22438,0.00,9.690,0,0.5850,6.0270
502,0.06263,0.00,11.930,0,0.5730,6.5930
503,0.04527,0.00,11.930,0,0.5730,6.1200
504,0.06076,0.00,11.930,0,0.5730,6.9760
505,0.10959,0.00,11.930,0,0.5730,6.7940
506,0.04741,0.00,11.930,0,0.5730,6.0300
